filepath,label,sequence_id,condition,material,surface,timestamp_raw,sha256,filename,width,height,brightness,blur_laplacian_var,near_dup_flag,source_split
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012523414614-dry-asphalt-smooth.jpg,DRY,202201252341,dry,asphalt,smooth,2022012523414614,9d4f9b2098ea554ed0ca720c54e1473ae82bb3887584fc7249bab1902b77103c,2022012523414614-dry-asphalt-smooth.jpg,240,360,134.45747685185185,291.05572285866236,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012523433319-wet-asphalt-smooth.jpg,DAMP,202201252343,wet,asphalt,smooth,2022012523433319,37bc5d7b1e16d0ba963b7a3fd05bee4f1b48f5019f7cc604e0d3b45d10a4a46c,2022012523433319-wet-asphalt-smooth.jpg,240,360,113.11121527777777,221.8682203187961,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012600471014-dry-asphalt-smooth.jpg,DRY,202201260047,dry,asphalt,smooth,2022012600471014,7cfb9e27ea789fcad1bc2f80113c51be826c50e1bb45f5bad33c37077772b15a,2022012600471014-dry-asphalt-smooth.jpg,240,360,109.33350694444445,276.7158097029321,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201261342364-dry-asphalt-smooth.jpg,DRY,202201261342,dry,asphalt,smooth,202201261342364,821461708cd624b5fac57fa5bf2d267695b9b137ffdba955e143c35af17b333b,202201261342364-dry-asphalt-smooth.jpg,240,360,148.4118287037037,121.01409488811728,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201261533378-wet-asphalt-smooth.jpg,DAMP,202201261533,wet,asphalt,smooth,202201261533378,3a071dedfff3c568880b4918a4e23e8de32df5ec40824aedeba2fb3fbcf6f369,202201261533378-wet-asphalt-smooth.jpg,240,360,148.2585185185185,736.5151698811515,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012617561410-wet-asphalt-smooth.jpg,DAMP,202201261756,wet,asphalt,smooth,2022012617561410,6b21ecbb15f9f17b077f8cdef146a48eff3e82ada49654c300efceb3c1857c6b,2022012617561410-wet-asphalt-smooth.jpg,240,360,114.87119212962963,1113.6596664575563,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012619241010-dry-asphalt-smooth.jpg,DRY,202201261924,dry,asphalt,smooth,2022012619241010,3865da1b8a3b79141971b0e01f04fe04552af84568c06f3901b03afc6760fb01,2022012619241010-dry-asphalt-smooth.jpg,240,360,168.9404976851852,549.251192896412,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012619332217-dry-asphalt-smooth.jpg,DRY,202201261933,dry,asphalt,smooth,2022012619332217,9ab9636417799df97d62d8b4ea993a456b9c4b76ece081dc55d4c759e0a2c8e3,2022012619332217-dry-asphalt-smooth.jpg,240,360,147.0814699074074,285.3081093535665,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201261952033-dry-asphalt-smooth.jpg,DRY,202201261952,dry,asphalt,smooth,202201261952033,387dfae87bcec60e6501daa5369398a20f2f54becc360293a9519301e636548e,202201261952033-dry-asphalt-smooth.jpg,240,360,130.41736111111112,477.44998813001007,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012620015910-dry-asphalt-smooth.jpg,DRY,202201262001,dry,asphalt,smooth,2022012620015910,163a27f5e1951b5afccb3a91f5a2840ef53727a4c9e22d632d2594b14e51d1ef,2022012620015910-dry-asphalt-smooth.jpg,240,360,124.15681712962963,335.86475039531354,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012621122312-dry-asphalt-smooth.jpg,DRY,202201262112,dry,asphalt,smooth,2022012621122312,4abe6afb1e2ff251ec5bd81dbcc654b5b0b0b5ba3357d340d2a0894011d26269,2022012621122312-dry-asphalt-smooth.jpg,240,360,141.8115162037037,292.01251861282583,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012621152415-dry-asphalt-smooth.jpg,DRY,202201262115,dry,asphalt,smooth,2022012621152415,25d0b16309cfa5cbfc18161e5c919fb55e62ef9fb3efe5bb321ca5b00d9002e1,2022012621152415-dry-asphalt-smooth.jpg,240,360,128.09184027777778,500.84081856781546,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012621191011-dry-asphalt-smooth.jpg,DRY,202201262119,dry,asphalt,smooth,2022012621191011,6473a7a0f1226630cf6ed6df566a785ade0a4b6807f8c278eb85daf3ebf6576e,2022012621191011-dry-asphalt-smooth.jpg,240,360,146.8962037037037,547.8199127823859,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201262141324-dry-asphalt-smooth.jpg,DRY,202201262141,dry,asphalt,smooth,202201262141324,c3df859c5721f5cbb312ae3e7dae3f46701ed37893c5f400968d222d11f539dc,202201262141324-dry-asphalt-smooth.jpg,240,360,140.22167824074074,273.14041338252315,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201262203026-dry-asphalt-smooth.jpg,DRY,202201262203,dry,asphalt,smooth,202201262203026,1fb33c78c72c0a164b5493cf40fe4fa454a8592dc1f5ecfd74ee010e0bcb2b86,202201262203026-dry-asphalt-smooth.jpg,240,360,103.7749537037037,74.30279930501972,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012622340712-dry-asphalt-smooth.jpg,DRY,202201262234,dry,asphalt,smooth,2022012622340712,23a684d3a9e4554ad2180349760936e2afca887f3520da0fa5c78675c6c44f4d,2022012622340712-dry-asphalt-smooth.jpg,240,360,127.05883101851852,91.82327356596686,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201262250364-dry-asphalt-smooth.jpg,DRY,202201262250,dry,asphalt,smooth,202201262250364,5a6176a74a0f0a889169da19578c6ac2b5873ccc06bc9b43198c95b2395a3d6b,202201262250364-dry-asphalt-smooth.jpg,240,360,135.18462962962963,42.99660987654321,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012623255816-dry-concrete-smooth.jpg,DRY,202201262325,dry,concrete,smooth,2022012623255816,d6660b81377fb14591f9eaf3d3d3859acd1191954224cea0572103bec4a10b95,2022012623255816-dry-concrete-smooth.jpg,240,360,166.52690972222223,23.637232375123244,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012623261614-dry-concrete-smooth.jpg,DRY,202201262326,dry,concrete,smooth,2022012623261614,0e8b6d34cc385550db2d71df4538c84ef352906bcd0f2c51c5cc20c9989b053f,2022012623261614-dry-concrete-smooth.jpg,240,360,119.37828703703704,8.698228845030648,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012623274713-dry-concrete-smooth.jpg,DRY,202201262327,dry,concrete,smooth,2022012623274713,1eec88d4391bfd871f5988e82ae640e6e7a98ee5ba46513ad7c09d1d7abc2b24,2022012623274713-dry-concrete-smooth.jpg,240,360,105.07153935185185,22.253228528886957,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012623320517-dry-concrete-smooth.jpg,DRY,202201262332,dry,concrete,smooth,2022012623320517,307ecfbdffc1d51746a422e92c0f1e9766a9ec9bf10237db44663b5d66f2aae3,2022012623320517-dry-concrete-smooth.jpg,240,360,125.65873842592593,25.356096797705547,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201262332187-dry-asphalt-smooth.jpg,DRY,202201262332,dry,asphalt,smooth,202201262332187,1a2fc08243061d9468d8412625eddd95390eafc19219461a0223128a3309d134,202201262332187-dry-asphalt-smooth.jpg,240,360,112.43045138888888,244.91234640118637,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201262333227-dry-asphalt-smooth.jpg,DRY,202201262333,dry,asphalt,smooth,202201262333227,4a380e8082459cd3ada6794c00b8d3906341b30143f3cb63ec0ab47849ce5c7b,202201262333227-dry-asphalt-smooth.jpg,240,360,121.32028935185186,141.07233325617284,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012700020213-water-concrete-slight.jpg,WET,202201270002,water,concrete,slight,2022012700020213,6a69cc831e7e3d565d2b6d6f35eeb619e86b7aeccdc655651ee3d46415e97260,2022012700020213-water-concrete-slight.jpg,240,360,105.67283564814815,78.4741298513321,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201270008004-dry-asphalt-slight.jpg,DRY,202201270008,dry,asphalt,slight,202201270008004,5d3a577abc58342a9fd83d15b72e3b6e37687135a780a9cc51facc8ebcaa5a36,202201270008004-dry-asphalt-slight.jpg,240,360,141.0421412037037,314.8342415102023,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201270028056-dry-asphalt-slight.jpg,DRY,202201270028,dry,asphalt,slight,202201270028056,4bb4bae93c01528d741fa7e7a9b39a59779d034792a22a1c87ca58b21bd66f62,202201270028056-dry-asphalt-slight.jpg,240,360,117.67981481481482,115.8424771470979,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012714173119-dry-asphalt-severe.jpg,DRY,202201271417,dry,asphalt,severe,2022012714173119,4056a257fb24c55d5e96bc2a6e1b48419c31ee9ebc873a7c4e10dd873f516c3a,2022012714173119-dry-asphalt-severe.jpg,240,360,96.05535879629629,281.5116685473197,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201271433506-dry-asphalt-smooth.jpg,DRY,202201271433,dry,asphalt,smooth,202201271433506,37cc7ae4718430140e17c1222d7d9e5cf1283263531c877d2e971425b725d8c2,202201271433506-dry-asphalt-smooth.jpg,240,360,116.18043981481482,227.71978891661843,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/2022012716124317-dry-concrete-smooth.jpg,DRY,202201271612,dry,concrete,smooth,2022012716124317,962a5b86c46bdfdc5ebf70dad7f71c001c6c1542d6fc3943175f8df7aa438471,2022012716124317-dry-concrete-smooth.jpg,240,360,132.2922800925926,14.067221527777777,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201271622387-dry-concrete-smooth.jpg,DRY,202201271622,dry,concrete,smooth,202201271622387,9146f77945bef5de377a9b01ff1cffb068ad991e275a0d1dcd9a06e2ce02b44b,202201271622387-dry-concrete-smooth.jpg,240,360,115.67149305555556,147.28039638189622,False,train
c:/Users/Rivan/Projects/AI_Grand_Prix/data/_hf_snapshot/test_50k/202201271701598-dry-asphalt-slight.jpg,DRY,202201271701,dry,asphalt,slight,202201271701598,2b8ea9a3529e7c4a3d51b1bccff97030e1c16a43c2443f65e997f5bcdaa61791,202201271701598-dry-asphalt-slight.jpg,240,360,115.06570601851851,179.59631087105626,False,train
